Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
66,116,88,6,0,75.00,3,caught,1,v Pakistan,Dhaka,1998-01-16,https://stats.espncricinfo.com/ci/engine/match/66135.html,189,10,34.92063492063492
4,-,11,0,0,36.36,4,caught,2,v Pakistan,Dhaka,1998-01-18,https://stats.espncricinfo.com/ci/engine/match/66136.html,316,7,1.2658227848101267
82,147,91,10,0,90.10,3,caught,1,v Australia,Kochi,1998-04-01,https://stats.espncricinfo.com/ci/engine/match/66137.html,309,5,26.537216828478964
0,1,1,0,0,0.00,3,caught,1,v Zimbabwe,Vadodara,1998-04-05,https://stats.espncricinfo.com/ci/engine/match/66139.html,274,5,0.0
3,12,8,0,0,37.50,3,caught,2,v Australia,Kanpur,1998-04-07,https://stats.espncricinfo.com/ci/engine/match/66140.html,223,4,1.345291479820628
153,202,150,17,1,102.00,4,not out,1,v Zimbabwe,Cuttack,1998-04-09,https://stats.espncricinfo.com/ci/engine/match/66141.html,301,3,50.83056478405316
44,79,63,4,0,69.84,3,caught,1,v Australia,Delhi,1998-04-14,https://stats.espncricinfo.com/ci/engine/match/66143.html,227,10,19.383259911894275
31,69,54,2,0,57.40,3,run out,1,v New Zealand,Sharjah,1998-04-17,https://stats.espncricinfo.com/ci/engine/match/65768.html,220,9,14.09090909090909
9,17,11,1,0,81.81,3,caught,2,v Australia,Sharjah,1998-04-19,https://stats.espncricinfo.com/ci/engine/match/65770.html,206,10,4.368932038834951
11,31,28,0,0,39.28,3,run out,1,v New Zealand,Sharjah,1998-04-20,https://stats.espncricinfo.com/ci/engine/match/65771.html,181,10,6.077348066298343
14,24,20,0,0,70.00,4,bowled,2,v Australia,Sharjah,1998-04-22,https://stats.espncricinfo.com/ci/engine/match/65773.html,250,5,5.6000000000000005
58,101,64,5,0,90.62,4,caught,2,v Australia,Sharjah,1998-04-24,https://stats.espncricinfo.com/ci/engine/match/65774.html,275,4,21.09090909090909
