Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
56,147,102,2,0,54.90,3,caught,1,v U.A.E.,Dambulla,2004-07-16,https://stats.espncricinfo.com/ci/engine/match/65707.html,260,6,21.53846153846154
6,39,16,1,0,37.50,4,caught,2,v Sri Lanka,Dambulla,2004-07-18,https://stats.espncricinfo.com/ci/engine/match/65711.html,270,8,2.2222222222222223
60,142,100,3,3,60.00,3,caught,2,v Bangladesh,Colombo (SSC),2004-07-21,https://stats.espncricinfo.com/ci/engine/match/65712.html,178,2,33.70786516853933
39,52,45,5,1,86.66,3,bowled,2,v Pakistan,Colombo (RPS),2004-07-25,https://stats.espncricinfo.com/ci/engine/match/65715.html,241,8,16.182572614107883
79,164,120,9,0,65.83,3,caught,1,v Sri Lanka,Colombo (RPS),2004-07-27,https://stats.espncricinfo.com/ci/engine/match/65716.html,271,6,29.15129151291513
4,22,20,0,0,20.00,3,caught,2,v Sri Lanka,Colombo (RPS),2004-08-01,https://stats.espncricinfo.com/ci/engine/match/65718.html,203,9,1.9704433497536946
25,51,29,3,0,86.20,2,caught,2,v Pakistan,Amstelveen,2004-08-21,https://stats.espncricinfo.com/ci/engine/match/66374.html,127,10,19.68503937007874
24,53,31,4,0,77.41,2,caught,1,v England,Nottingham,2004-09-01,https://stats.espncricinfo.com/ci/engine/match/65032.html,170,10,14.117647058823529
7,15,10,1,0,70.00,1,run out,2,v England,The Oval,2004-09-03,https://stats.espncricinfo.com/ci/engine/match/65033.html,237,10,2.9535864978902953
90,152,119,5,3,75.63,1,caught,1,v England,Lord's,2004-09-05,https://stats.espncricinfo.com/ci/engine/match/65034.html,204,10,44.11764705882353
90,173,124,8,0,72.58,1,bowled,1,v Kenya,Southampton,2004-09-11,https://stats.espncricinfo.com/ci/engine/match/66198.html,290,4,31.03448275862069
